gen,nevals,med,min,max
0,50000,5.112579100709444,0.6218878477490872,inf
1,50000,2.106979868485682,0.3928461684578549,inf
2,49950,1.1021975949665883,0.3769242201805817,inf
3,49900,0.9615760980794857,0.3769242201805817,inf
4,49900,0.9607812166230697,0.17062052084181523,inf
5,49850,0.7792686162099607,0.17062052084181523,inf
6,49850,0.7842722476090248,0.16281968825653867,inf
7,49850,0.6203199098347618,0.1443917639175954,inf
8,49850,0.5124678210037956,0.12404223959347471,inf
9,49850,0.41236131182166963,0.10291077760819217,1.8970037159150462e+28
10,49850,0.3922362735966901,0.09435251377291515,inf
11,49850,0.36378048551387565,0.08771422916881154,inf
12,49850,0.34047992701102414,0.08771422916881154,inf
13,49850,0.38297778092558427,0.08771422916881154,inf
14,49850,0.4252456041317062,0.08771422916881154,inf
15,49850,0.3503609610185003,0.08771422916881154,inf
16,49850,0.30088318686709026,0.0689856454979009,inf
17,49850,0.2749717224606519,0.0689856454979009,inf
18,49850,0.2953219677280299,0.0689856454979009,inf
19,49850,0.30198547462453407,0.0689856454979009,inf
20,49850,0.26374274683938675,0.0689856454979009,inf
21,49850,0.3049839682647083,0.0689856454979009,inf
22,49850,0.2743075894777217,0.0689856454979009,inf
23,49850,0.24936692840328967,0.0689856454979009,inf
24,49850,0.24304142501769327,0.0689856454979009,inf
25,49850,0.24903088173742197,0.0689856454979009,inf
26,49850,0.2240761655691904,0.0689856454979009,inf
27,49850,0.24399561518876317,0.0689856454979009,inf
28,49850,0.25462487185204813,0.0689856454979009,inf
29,49850,0.26202891130852946,0.0689856454979009,inf
30,49850,0.2459794382466929,0.0689856454979009,inf
31,49850,0.21730162914669052,0.0689856454979009,inf
32,49850,0.2618215352149317,0.0689856454979009,inf
33,49850,0.29219665002062334,0.060761617511931675,inf
34,49850,0.2459794382466929,0.060761617511931675,inf
35,49850,0.23168106686393397,0.060761617511931675,inf
36,49850,0.24493982152832303,0.060761617511931675,inf
37,49850,0.22402381464952587,0.060761617511931675,inf
38,49850,0.24625934047073567,0.03952545596217466,inf
39,49850,0.25020327682173366,0.03952545596217466,inf
40,49850,0.22111367313048852,0.03952545596217466,inf
41,49850,0.23673046922815238,0.03952545596217466,inf
42,49850,0.25455420684134866,0.03952545596217466,inf
43,49850,0.24011126521659623,0.03952545596217466,inf
44,49850,0.24011803244848867,0.03952545596217466,inf
45,49850,0.2270233464196446,0.03952545596217466,1.1932954390832487e+51
46,49850,0.2519863815234693,0.03952545596217466,inf
47,49850,0.24011126521659623,0.03952545596217466,inf
48,49850,0.23996931331267038,0.03952545596217466,inf
49,49850,0.2834528357723982,0.03952545596217466,inf
50,49850,0.2795208399549824,0.03952545596217466,inf
51,49850,0.24492965508053519,0.03952545596217466,inf
52,49850,0.2868203528596521,0.03952545596217466,inf
53,49850,0.246156841224043,0.03952545596217466,inf
54,49850,0.24314921521809726,0.03952545596217466,inf
55,49850,0.24011126521659623,0.03952545596217466,inf
56,49850,0.26806028824795797,0.03952545596217466,inf
57,49850,0.24975494193907305,0.03952545596217466,inf
58,49850,0.23997896257091392,0.03952545596217466,inf
59,49850,0.22111367313048852,0.03952545596217466,inf
60,49850,0.32730115166075124,0.03952545596217466,inf
61,49850,0.32730115166075124,0.03952545596217466,inf
62,49850,0.26714726109242465,0.03952545596217466,inf
63,49850,0.29948536066361436,0.03952545596217466,inf
64,49850,0.2929333457121395,0.03952545596217466,inf
65,49850,0.2929333457121395,0.03952545596217466,inf
66,49850,0.24011126521659623,0.03952545596217466,inf
67,49850,0.3050425536519315,0.03952545596217466,inf
68,49850,0.2671404237321293,0.03952545596217466,inf
69,49850,0.24011126521659623,0.03952545596217466,inf
70,49850,0.2671404237321293,0.03952545596217466,inf
71,49850,0.3109864885375881,0.03952545596217466,inf
72,49850,0.2847550072625433,0.04183135918607257,inf
73,49850,0.25462487185204813,0.04183135918607257,inf
74,49850,0.24725090404842454,0.04183135918607257,inf
75,49850,0.22289484128903175,0.04183135918607257,inf
76,49850,0.23765095340809453,0.04183135918607257,inf
77,49850,0.2671404237321293,0.04183135918607257,inf
78,49850,0.25565876435998464,0.04183135918607257,inf
79,49850,0.2889573089645554,0.05682623789127728,inf
80,49850,0.22514123449282913,0.05682623789127728,inf
81,49850,0.25355389803334877,0.05682623789127728,inf
82,49850,0.2593785837491281,0.05682623789127728,inf
83,49850,0.22780468465427758,0.04183135918607257,inf
84,49850,0.24925297194476545,0.04183135918607257,inf
85,49850,0.246156841224043,0.04183135918607257,inf
86,49850,0.26948355330896484,0.04183135918607257,inf
87,49850,0.246156841224043,0.05682623789127728,1.6044338512492948e+109
88,49850,0.23501431031482817,0.05682623789127728,inf
89,49850,0.22120661411227968,0.05682623789127728,4.808175066503585e+209
90,49850,0.23621734604443653,0.05682623789127728,inf
91,49850,0.24421500745384933,0.05682623789127728,inf
92,49850,0.2561353198369641,0.05682623789127728,inf
93,49850,0.25462487185204813,0.05682623789127728,inf
94,49850,0.25463846764732323,0.05682623789127728,inf
95,49850,0.2669651159416577,0.05682623789127728,inf
96,49850,0.25207753884454503,0.05682623789127728,inf
97,49850,0.21153083210872786,0.05682623789127728,inf
98,49850,0.22941408772960797,0.05682623789127728,inf
99,49850,0.23300982123967226,0.05682623789127728,inf
100,49850,0.23008856285014181,0.05682623789127728,inf
