gen,nevals,med,min,max
49,5000,4.19749641094393e+26,2.6292991069169433e+26,inf
50,5000,5.556910787442212e+26,3.5274461996165355e+26,inf
51,5000,4.19749641094393e+26,3.9647106051693424e+26,inf
52,5000,4.211858481414161e+26,3.3946255952637264e+26,inf
53,5000,4.197496412790605e+26,1.9502084626053786e+26,inf
54,5000,4.197496410943977e+26,3.2013572480904828e+25,inf
55,5000,4.1974964109518616e+26,2.309104013542683e+26,inf
56,5000,4.197496410931166e+26,1.7806262483838608e+26,inf
57,5000,4.19749641094393e+26,2.2040511175587406e+26,inf
58,5000,4.197496403883815e+26,9.448914496212481e+25,inf
59,5000,4.1974964109438654e+26,2.2973760810811496e+26,inf
60,5000,4.19749641094393e+26,2.2220619257998984e+26,inf
61,5000,4.1974964109445e+26,1.3502876688988067e+26,inf
62,5000,4.197496410944371e+26,3.0704154831897405e+26,inf
63,5000,4.197496410947763e+26,2.6812191506332526e+26,inf
64,5000,4.197496410960711e+26,1.664340070424023e+26,inf
65,5000,4.1974964109459345e+26,2.5855483605979368e+26,inf
66,5000,4.198260095779854e+26,2.5855483605979368e+26,inf
67,5000,4.197496410948065e+26,2.297376082639151e+26,inf
68,5000,4.197496407731848e+26,2.5268597916113834e+26,2.115091524259214e+186
69,5000,4.1974964128530876e+26,2.461693709464874e+26,inf
70,5000,4.1974964109625056e+26,2.821013265067455e+26,inf
71,5000,4.197496410943872e+26,1.1405863638467549e+26,inf
72,5000,4.197496410963811e+26,2.383078301578644e+26,2.0024469210428413e+122
73,5000,4.198188080452874e+26,2.383078301578644e+26,1.358730402926635e+189
74,5000,4.19749641094393e+26,3.872820722389591e+26,inf
75,5000,4.197496410962942e+26,2.383078301578644e+26,inf
76,5000,4.19749641094584e+26,2.801421818612479e+26,inf
77,5000,4.1974964121313764e+26,1.668755598342422e+26,inf
78,5000,4.203049021749343e+26,2.6064914871488642e+26,inf
79,5000,4.197496410954856e+26,1.1405863638467259e+26,inf
80,5000,4.1974964109439973e+26,1.129663484117201e+26,inf
81,5000,4.4338302276220504e+26,1.129663484117201e+26,inf
82,5000,4.197496410943861e+26,1.1405863638467259e+26,inf
83,5000,4.19749641094393e+26,1.0849159656971298e+26,inf
84,5000,4.19749641094393e+26,1.129663484117201e+26,inf
85,5000,4.1974964109604563e+26,2.692502363790361e+26,inf
86,5000,4.197496410957549e+26,3.0704154831897312e+26,inf
87,5000,4.1974964109560796e+26,3.2036058851482344e+26,7.925750238556483e+267
88,5000,4.197496410803621e+26,2.5855483605979368e+26,inf
89,5000,4.197496410944833e+26,3.2036058851482344e+26,inf
90,5000,4.19749641094393e+26,3.2036058851482344e+26,inf
91,5000,4.197496411630753e+26,2.612176159475781e+26,inf
92,5000,4.19749641094393e+26,1.1296634841172196e+26,inf
93,5000,4.19749641094306e+26,1.5237254854364326e+26,inf
94,5000,4.197496410943932e+26,1.299613485223561e+26,inf
95,5000,4.1974879126786096e+26,3.1917865826674824e+26,inf
96,5000,4.197496410949722e+26,3.1917865826674824e+26,2.0024469210428413e+122
97,5000,4.197496410951497e+26,3.0238354993308085e+26,1.3612669667194526e+148
98,5000,4.197496410943873e+26,3.2036058851482344e+26,inf
99,5000,4.19749641094393e+26,3.89138325807879e+26,inf
100,5000,4.19749641096588e+26,4.1903079743006237e+26,inf
